Internal temperature area 1 (Celsius degree);Internal temperature area 2 (Celsius degree);External temperature (Celsius degree);HVAC power (kW);Date;Time
22.0;22.5;11.3;3.148;14/11/2021;21:45:00
22.0;22.5;11.24;3.285;14/11/2021;22:00:00
22.2;23.0;11.24;4.203;14/11/2021;22:15:00
21.667;22.333;11.28;3.019;14/11/2021;22:30:00
21.667;22.333;11.26;3.111;14/11/2021;22:45:00
21.667;22.333;11.19;3.151;14/11/2021;23:00:00
21.667;22.333;11.145;3.294;14/11/2021;23:15:00
22.0;22.333;11.06;3.032;14/11/2021;23:30:00
22.0;22.5;10.94;3.205;14/11/2021;23:45:00
22.0;22.5;11.11;3.249;15/11/2021;00:00:00
22.0;22.5;11.025;3.291;15/11/2021;00:15:00
21.5;22.5;11.05;2.779;15/11/2021;00:30:00
21.5;22.5;11.005;3.494;15/11/2021;00:45:00
21.5;22.5;11.04;3.288;15/11/2021;01:00:00
21.5;22.5;11.005;3.361;15/11/2021;01:15:00
21.5;22.5;10.97;3.439;15/11/2021;01:30:00
22.5;22.5;10.935;3.284;15/11/2021;01:45:00
21.5;22.5;10.88;3.354;15/11/2021;02:00:00
21.5;22.5;10.925;3.298;15/11/2021;02:15:00
21.5;22.5;10.97;3.385;15/11/2021;02:30:00
21.5;22.5;11.02;3.535;15/11/2021;02:45:00
22.5;22.5;10.93;3.837;15/11/2021;03:00:00
21.5;22.5;10.775;3.026;15/11/2021;03:15:00
21.5;22.5;10.84;3.156;15/11/2021;03:30:00
21.5;22.5;10.85;3.248;15/11/2021;03:45:00
21.5;22.5;10.85;3.288;15/11/2021;04:00:00
21.833;22.5;10.85;3.603;15/11/2021;04:15:00
21.5;22.5;10.86;2.956;15/11/2021;04:30:00
21.5;22.5;10.93;3.21;15/11/2021;04:45:00
21.5;22.5;10.91;3.278;15/11/2021;05:00:00
21.5;22.5;10.79;3.252;15/11/2021;05:15:00
22.5;22.5;10.69;3.53;15/11/2021;05:30:00
21.5;22.5;10.71;2.984;15/11/2021;05:45:00
21.5;22.5;10.87;3.274;15/11/2021;06:00:00
21.5;22.5;10.705;3.414;15/11/2021;06:15:00
21.5;22.5;10.74;3.321;15/11/2021;06:30:00
22.0;23.0;10.8;4.112;15/11/2021;06:45:00
21.5;22.0;10.81;2.81;15/11/2021;07:00:00
21.5;22.0;10.805;3.199;15/11/2021;07:15:00
22.667;22.0;11.16;3.525;15/11/2021;07:30:00
21.667;22.0;11.185;2.569;15/11/2021;07:45:00
22.5;22.0;11.22;3.137;15/11/2021;08:00:00
22.1;22.5;11.12;2.728;15/11/2021;08:15:00
22.667;22.667;11.02;3.349;15/11/2021;08:30:00
22.0;22.0;11.43;2.446;15/11/2021;08:45:00
21.5;22.6;11.69;3.177;15/11/2021;09:00:00
22.5;22.5;11.545;3.118;15/11/2021;09:15:00
22.5;22.0;11.41;2.739;15/11/2021;09:30:00
22.5;22.0;11.45;2.714;15/11/2021;09:45:00
22.5;22.0;11.44;2.725;15/11/2021;10:00:00
21.5;22.5;12.12;2.72;15/11/2021;10:15:00
21.5;22.5;12.01;3.113;15/11/2021;10:30:00
22.25;22.5;12.08;2.462;15/11/2021;10:45:00
23.0;22.5;12.47;3.091;15/11/2021;11:00:00
22.0;22.5;12.53;2.962;15/11/2021;11:15:00
21.5;22.5;12.34;2.834;15/11/2021;11:30:00
22.5;22.5;12.405;3.221;15/11/2021;11:45:00
22.5;22.5;12.58;2.898;15/11/2021;12:00:00
22.5;22.5;12.635;2.712;15/11/2021;12:15:00
21.5;22.5;12.69;3.452;15/11/2021;12:30:00
22.5;22.5;12.71;2.858;15/11/2021;12:45:00
23.0;22.5;12.81;3.155;15/11/2021;13:00:00
22.0;22.5;13.1;2.365;15/11/2021;13:15:00
21.75;22.5;12.7;3.383;15/11/2021;13:30:00
21.5;22.5;12.775;2.441;15/11/2021;13:45:00
22.5;22.5;12.93;2.762;15/11/2021;14:00:00
21.333;22.5;13.12;2.278;15/11/2021;14:15:00
22.0;22.5;12.93;3.385;15/11/2021;14:30:00
22.5;22.5;12.845;2.757;15/11/2021;14:45:00
21.5;22.5;12.84;2.728;15/11/2021;15:00:00
21.5;22.5;12.855;3.138;15/11/2021;15:15:00
22.5;22.5;12.67;2.824;15/11/2021;15:30:00
21.5;22.5;12.625;2.721;15/11/2021;15:45:00
21.5;22.5;12.67;3.111;15/11/2021;16:00:00
22.5;22.5;12.555;2.771;15/11/2021;16:15:00
21.5;22.5;12.27;2.75;15/11/2021;16:30:00
22.556;22.5;12.22;3.305;15/11/2021;16:45:00
22.0;22.5;12.22;2.708;15/11/2021;17:00:00
21.5;22.5;12.31;2.803;15/11/2021;17:15:00
21.5;22.5;12.19;3.256;15/11/2021;17:30:00
22.0;22.5;11.805;2.969;15/11/2021;17:45:00
22.0;22.5;11.74;3.23;15/11/2021;18:00:00
22.25;22.5;11.73;2.925;15/11/2021;18:15:00
22.25;22.5;11.78;3.268;15/11/2021;18:30:00
22.0;22.5;11.68;2.929;15/11/2021;18:45:00
22.0;22.5;11.43;3.246;15/11/2021;19:00:00
22.25;22.5;11.34;2.975;15/11/2021;19:15:00
22.25;22.5;11.38;3.141;15/11/2021;19:30:00
22.455;22.5;11.38;3.017;15/11/2021;19:45:00
22.25;22.5;11.31;4.236;15/11/2021;20:00:00
22.25;22.5;11.31;3.14;15/11/2021;20:15:00
22.25;22.5;11.28;3.202;15/11/2021;20:30:00
22.25;22.5;11.135;3.182;15/11/2021;20:45:00
22.2;22.5;11.13;2.925;15/11/2021;21:00:00
22.0;22.5;11.065;3.485;15/11/2021;21:15:00
22.0;22.5;11.02;3.234;15/11/2021;21:30:00
22.0;22.5;10.96;3.316;15/11/2021;21:45:00
22.0;22.5;10.93;3.256;15/11/2021;22:00:00
22.5;22.5;10.92;3.17;15/11/2021;22:15:00
22.5;22.5;10.91;3.246;15/11/2021;22:30:00
22.5;22.5;10.955;3.272;15/11/2021;22:45:00
22.5;22.5;10.67;3.386;15/11/2021;23:00:00
21.5;23.0;10.66;3.468;15/11/2021;23:15:00
22.667;22.0;10.57;3.476;15/11/2021;23:30:00
21.667;22.0;10.385;3.146;15/11/2021;23:45:00
18.0;18.5;10.29;4.021;16/11/2021;00:00:00
17.182;18.846;10.24;6.212;16/11/2021;00:15:00
22.545;22.429;10.29;3.766;16/11/2021;00:30:00
21.667;22.0;10.285;3.374;16/11/2021;00:45:00
21.667;22.5;10.32;3.382;16/11/2021;01:00:00
21.667;22.5;10.08;3.449;16/11/2021;01:15:00
17.5;18.0;9.92;6.923;16/11/2021;01:30:00
17.5;18.0;9.805;3.563;16/11/2021;01:45:00
17.5;18.0;9.64;3.531;16/11/2021;02:00:00
17.5;18.0;9.51;3.573;16/11/2021;02:15:00
17.5;17.5;9.15;7.405;16/11/2021;02:30:00
17.5;22.5;9.0;3.822;16/11/2021;02:45:00
17.5;22.5;8.85;3.565;16/11/2021;03:00:00
21.5;21.8;8.96;4.029;16/11/2021;03:15:00
17.5;19.385;8.96;4.259;16/11/2021;03:30:00
16.667;17.5;8.76;7.115;16/11/2021;03:45:00
16.667;22.5;8.63;3.739;16/11/2021;04:00:00
16.667;22.5;8.53;3.545;16/11/2021;04:15:00
17.235;17.235;8.41;5.37;16/11/2021;04:30:00
22.0;22.417;8.35;5.871;16/11/2021;04:45:00
22.0;22.417;8.22;3.59;16/11/2021;05:00:00
22.0;22.417;8.375;3.581;16/11/2021;05:15:00
17.0;17.5;8.46;7.024;16/11/2021;05:30:00
17.0;22.5;8.345;4.363;16/11/2021;05:45:00
17.0;22.5;8.14;3.579;16/11/2021;06:00:00
17.0;22.5;8.13;3.673;16/11/2021;06:15:00
17.0;17.5;7.89;7.484;16/11/2021;06:30:00
17.0;22.5;7.91;3.728;16/11/2021;06:45:00
17.0;22.5;7.83;3.602;16/11/2021;07:00:00
16.7;16.7;7.945;4.305;16/11/2021;07:15:00
18.5;19.0;8.22;7.046;16/11/2021;07:30:00
22.167;22.429;8.25;3.319;16/11/2021;07:45:00
22.167;22.429;8.82;3.622;16/11/2021;08:00:00
17.235;17.733;9.4;4.816;16/11/2021;08:15:00
22.333;22.471;9.41;5.086;16/11/2021;08:30:00
21.5;22.471;9.63;3.532;16/11/2021;08:45:00
22.5;22.471;10.05;3.068;16/11/2021;09:00:00
21.333;22.471;10.14;2.864;16/11/2021;09:15:00
22.0;22.471;10.63;3.33;16/11/2021;09:30:00
22.0;22.471;10.67;3.282;16/11/2021;09:45:00
23.429;23.0;10.84;4.05;16/11/2021;10:00:00
22.0;22.0;11.105;2.35;16/11/2021;10:15:00
23.0;22.667;11.55;3.328;16/11/2021;10:30:00
22.0;22.444;11.73;1.904;16/11/2021;10:45:00
21.5;22.571;11.9;2.608;16/11/2021;11:00:00
22.5;22.5;11.99;2.749;16/11/2021;11:15:00
21.5;22.0;12.4;1.994;16/11/2021;11:30:00
22.5;22.0;12.255;2.525;16/11/2021;11:45:00
21.5;22.5;11.94;1.86;16/11/2021;12:00:00
22.5;22.5;12.14;3.312;16/11/2021;12:15:00
22.5;22.5;12.2;1.816;16/11/2021;12:30:00
22.5;22.5;12.115;2.448;16/11/2021;12:45:00
21.5;22.5;12.07;3.053;16/11/2021;13:00:00
22.5;22.5;12.01;2.491;16/11/2021;13:15:00
21.75;22.571;11.94;2.545;16/11/2021;13:30:00
22.5;22.0;11.805;2.772;16/11/2021;13:45:00
21.5;22.0;11.62;2.372;16/11/2021;14:00:00
22.5;22.5;11.345;2.926;16/11/2021;14:15:00
21.5;22.5;11.42;2.446;16/11/2021;14:30:00
21.5;22.5;11.17;3.12;16/11/2021;14:45:00
22.5;22.5;11.14;2.84;16/11/2021;15:00:00
21.5;22.545;10.66;2.767;16/11/2021;15:15:00
21.5;22.486;10.62;3.215;16/11/2021;15:30:00
22.5;22.5;10.49;2.578;16/11/2021;15:45:00
21.5;22.571;10.32;3.467;16/11/2021;16:00:00
22.909;22.9;10.16;5.06;16/11/2021;16:15:00
18.353;18.353;10.2;6.605;16/11/2021;16:30:00
21.5;18.353;10.02;2.882;16/11/2021;16:45:00
21.5;22.571;9.85;3.44;16/11/2021;17:00:00
22.5;22.429;9.76;3.028;16/11/2021;17:15:00
21.5;22.429;9.75;2.942;16/11/2021;17:30:00
21.5;22.429;9.705;3.201;16/11/2021;17:45:00
22.0;22.429;9.66;3.155;16/11/2021;18:00:00
22.0;22.429;9.74;3.353;16/11/2021;18:15:00
18.5;20.316;9.75;6.491;16/11/2021;18:30:00
23.5;24.5;9.57;6.778;16/11/2021;18:45:00
23.5;25.667;9.53;6.15;16/11/2021;19:00:00
23.5;25.667;9.47;6.134;16/11/2021;19:15:00
25.0;26.5;9.48;6.899;16/11/2021;19:30:00
24.429;26.5;9.485;6.246;16/11/2021;19:45:00
24.533;26.5;9.47;6.235;16/11/2021;20:00:00
24.5;26.5;9.45;6.303;16/11/2021;20:15:00
24.0;28.0;9.3;5.497;16/11/2021;20:30:00
22.5;24.0;9.3;2.099;16/11/2021;20:45:00
22.5;24.0;9.37;1.99;16/11/2021;21:00:00
22.5;22.429;9.31;2.008;16/11/2021;21:15:00
18.294;19.235;9.35;5.881;16/11/2021;21:30:00
21.6;22.0;9.345;2.609;16/11/2021;21:45:00
22.5;22.5;9.26;2.71;16/11/2021;22:00:00
22.5;22.5;9.26;3.448;16/11/2021;22:15:00
22.5;22.5;9.39;2.929;16/11/2021;22:30:00
21.5;22.5;9.37;3.189;16/11/2021;22:45:00
21.5;22.5;9.32;3.144;16/11/2021;23:00:00
22.556;22.5;9.315;3.324;16/11/2021;23:15:00
18.235;17.308;9.3;3.978;16/11/2021;23:30:00
21.5;21.6;9.34;5.373;16/11/2021;23:45:00
22.0;21.6;9.33;3.27;17/11/2021;00:00:00
22.0;22.5;9.34;3.622;17/11/2021;00:15:00
22.167;22.5;9.33;3.109;17/11/2021;00:30:00
22.167;22.5;9.31;3.252;17/11/2021;00:45:00
22.5;22.5;9.27;3.186;17/11/2021;01:00:00
21.5;22.5;9.34;3.43;17/11/2021;01:15:00
20.0;20.5;9.41;3.701;17/11/2021;01:30:00
17.0;19.1;9.26;6.367;17/11/2021;01:45:00
17.0;19.1;9.41;3.552;17/11/2021;02:00:00
22.364;19.1;9.455;3.075;17/11/2021;02:15:00
22.0;19.1;9.42;3.587;17/11/2021;02:30:00
22.0;19.1;9.36;3.295;17/11/2021;02:45:00
22.0;19.1;9.34;3.468;17/11/2021;03:00:00
22.0;19.1;9.35;3.343;17/11/2021;03:15:00
22.0;22.5;9.2;3.64;17/11/2021;03:30:00
17.5;18.294;9.38;6.522;17/11/2021;03:45:00
22.3;22.455;9.43;3.419;17/11/2021;04:00:00
22.3;22.455;9.455;3.334;17/11/2021;04:15:00
22.3;22.455;9.48;3.465;17/11/2021;04:30:00
22.267;22.455;9.45;3.027;17/11/2021;04:45:00
22.0;22.455;9.45;3.535;17/11/2021;05:00:00
22.0;22.455;9.455;3.305;17/11/2021;05:15:00
22.0;22.455;9.46;3.313;17/11/2021;05:30:00
17.5;18.0;9.45;5.79;17/11/2021;05:45:00
22.667;22.5;9.45;4.473;17/11/2021;06:00:00
21.667;22.5;9.46;3.439;17/11/2021;06:15:00
21.667;22.5;9.49;3.577;17/11/2021;06:30:00
17.5;18.0;9.52;6.758;17/11/2021;06:45:00
17.5;22.5;9.55;3.859;17/11/2021;07:00:00
22.0;22.5;9.56;3.094;17/11/2021;07:15:00
22.0;22.5;9.58;3.322;17/11/2021;07:30:00
22.0;22.5;9.585;3.096;17/11/2021;07:45:00
22.5;22.5;9.66;2.879;17/11/2021;08:00:00
22.5;22.5;9.71;2.896;17/11/2021;08:15:00
21.5;22.5;9.83;3.373;17/11/2021;08:30:00
18.5;19.5;9.92;3.791;17/11/2021;08:45:00
20.25;20.25;9.98;4.371;17/11/2021;09:00:00
21.5;20.25;10.24;3.243;17/11/2021;09:15:00
22.5;22.5;10.38;3.006;17/11/2021;09:30:00
21.5;22.5;10.42;2.886;17/11/2021;09:45:00
22.5;22.5;10.51;2.709;17/11/2021;10:00:00
21.5;22.5;10.605;2.873;17/11/2021;10:15:00
22.5;22.5;10.78;2.808;17/11/2021;10:30:00
21.5;22.5;10.94;2.458;17/11/2021;10:45:00
22.6;22.5;11.07;3.383;17/11/2021;11:00:00
22.0;22.5;11.185;2.08;17/11/2021;11:15:00
22.0;22.5;11.38;2.981;17/11/2021;11:30:00
22.5;22.5;11.62;2.628;17/11/2021;11:45:00
21.5;22.5;11.64;2.729;17/11/2021;12:00:00
22.5;22.5;11.7;3.186;17/11/2021;12:15:00
23.0;22.833;11.68;2.669;17/11/2021;12:30:00
21.833;22.5;11.795;2.233;17/11/2021;12:45:00
22.5;22.5;11.84;2.807;17/11/2021;13:00:00
22.5;22.5;12.06;1.728;17/11/2021;13:15:00
22.0;22.5;12.03;3.421;17/11/2021;13:30:00
22.0;22.5;12.095;2.282;17/11/2021;13:45:00
21.5;22.5;12.13;2.755;17/11/2021;14:00:00
22.5;22.5;12.215;2.708;17/11/2021;14:15:00
22.0;22.5;12.23;2.39;17/11/2021;14:30:00
22.5;22.5;12.205;2.446;17/11/2021;14:45:00
22.0;22.6;12.14;2.527;17/11/2021;15:00:00
22.5;22.0;12.185;2.756;17/11/2021;15:15:00
21.833;22.667;12.12;2.425;17/11/2021;15:30:00
21.833;22.4;11.985;3.137;17/11/2021;15:45:00
21.5;22.556;11.98;2.616;17/11/2021;16:00:00
22.5;22.333;11.78;2.758;17/11/2021;16:15:00
22.0;22.333;11.76;2.53;17/11/2021;16:30:00
22.5;22.5;11.685;2.735;17/11/2021;16:45:00
21.5;22.5;11.66;2.639;17/11/2021;17:00:00
22.667;22.5;11.5;3.333;17/11/2021;17:15:00
22.0;22.5;11.41;2.742;17/11/2021;17:30:00
21.5;22.5;11.395;2.87;17/11/2021;17:45:00
22.5;22.5;11.3;3.19;17/11/2021;18:00:00
22.5;22.5;11.16;2.931;17/11/2021;18:15:00
22.5;22.5;11.19;3.244;17/11/2021;18:30:00
22.5;22.5;11.17;2.926;17/11/2021;18:45:00
23.0;22.5;11.11;3.414;17/11/2021;19:00:00
21.667;22.5;11.05;2.823;17/11/2021;19:15:00
21.667;22.5;10.91;3.276;17/11/2021;19:30:00
22.6;23.0;10.905;4.298;17/11/2021;19:45:00
22.143;22.0;10.85;2.764;17/11/2021;20:00:00
22.143;22.0;10.85;3.105;17/11/2021;20:15:00
22.143;22.0;10.79;3.239;17/11/2021;20:30:00
22.0;22.0;10.78;3.176;17/11/2021;20:45:00
22.0;22.0;10.48;3.248;17/11/2021;21:00:00
22.0;22.0;10.49;3.258;17/11/2021;21:15:00
22.0;22.0;10.53;3.329;17/11/2021;21:30:00
22.5;22.0;10.325;3.425;17/11/2021;21:45:00
18.0;18.0;10.24;6.369;17/11/2021;22:00:00
18.0;22.5;10.11;3.722;17/11/2021;22:15:00
22.571;22.5;10.21;3.579;17/11/2021;22:30:00
21.667;22.5;10.04;3.31;17/11/2021;22:45:00
21.667;22.5;10.04;3.507;17/11/2021;23:00:00
22.0;22.5;9.805;3.155;17/11/2021;23:15:00
22.0;22.5;9.8;3.345;17/11/2021;23:30:00
22.0;22.5;9.815;3.45;17/11/2021;23:45:00
22.25;22.5;10.08;3.345;19/11/2021;00:00:00
21.5;22.5;10.165;3.652;19/11/2021;00:15:00
22.0;22.5;10.16;2.749;19/11/2021;00:30:00
22.0;22.5;9.95;3.112;19/11/2021;00:45:00
22.0;22.5;9.87;3.291;19/11/2021;01:00:00
22.0;22.5;9.915;3.369;19/11/2021;01:15:00
21.833;22.5;9.89;3.741;19/11/2021;01:30:00
18.0;19.095;9.88;6.435;19/11/2021;01:45:00
18.0;22.455;9.88;3.534;19/11/2021;02:00:00
22.3;22.455;9.93;3.26;19/11/2021;02:15:00
22.3;22.455;9.8;3.373;19/11/2021;02:30:00
22.3;22.5;9.915;3.436;19/11/2021;02:45:00
22.667;22.5;10.04;3.586;19/11/2021;03:00:00
21.667;22.5;10.11;3.13;19/11/2021;03:15:00
21.667;23.0;10.05;3.489;19/11/2021;03:30:00
17.5;18.684;9.81;6.477;19/11/2021;03:45:00
17.5;22.556;9.83;3.935;19/11/2021;04:00:00
17.5;22.375;9.77;3.55;19/11/2021;04:15:00
22.364;22.375;9.64;3.379;19/11/2021;04:30:00
22.364;22.375;9.69;3.262;19/11/2021;04:45:00
22.364;22.375;10.03;3.297;19/11/2021;05:00:00
22.364;22.375;10.11;3.38;19/11/2021;05:15:00
23.0;22.375;10.04;4.356;19/11/2021;05:30:00
17.125;17.308;9.78;4.197;19/11/2021;05:45:00
21.857;22.0;9.54;6.496;19/11/2021;06:00:00
21.5;22.0;9.56;3.098;19/11/2021;06:15:00
21.5;22.0;9.84;3.443;19/11/2021;06:30:00
21.5;22.0;9.89;3.512;19/11/2021;06:45:00
18.5;19.733;9.9;6.147;19/11/2021;07:00:00
22.3;22.333;9.975;3.197;19/11/2021;07:15:00
22.5;22.5;10.05;3.166;19/11/2021;07:30:00
21.5;22.5;9.95;3.322;19/11/2021;07:45:00
22.5;22.5;9.95;3.338;19/11/2021;08:00:00
21.5;22.5;10.07;2.85;19/11/2021;08:15:00
19.0;22.038;9.94;3.959;19/11/2021;08:30:00
19.0;19.5;9.95;4.36;19/11/2021;08:45:00
21.5;19.5;10.12;3.465;19/11/2021;09:00:00
22.5;22.5;10.32;3.021;19/11/2021;09:15:00
21.5;22.5;10.11;2.93;19/11/2021;09:30:00
21.5;22.5;10.24;3.176;19/11/2021;09:45:00
22.5;22.5;10.42;2.861;19/11/2021;10:00:00
21.5;22.5;10.67;2.876;19/11/2021;10:15:00
21.5;22.5;10.54;3.144;19/11/2021;10:30:00
22.5;22.5;10.68;3.005;19/11/2021;10:45:00
21.5;22.5;10.87;2.506;19/11/2021;11:00:00
22.5;22.5;10.955;3.079;19/11/2021;11:15:00
21.5;22.5;11.06;2.88;19/11/2021;11:30:00
23.0;22.5;11.08;3.956;19/11/2021;11:45:00
21.5;22.5;11.355;2.7;19/11/2021;12:00:00
21.5;22.5;11.48;3.235;19/11/2021;12:15:00
22.5;22.5;11.52;3.171;19/11/2021;12:30:00
21.5;22.5;11.78;2.811;19/11/2021;12:45:00
21.5;22.5;11.99;3.264;19/11/2021;13:00:00
22.5;22.5;12.13;2.693;19/11/2021;13:15:00
22.5;23.0;11.92;3.233;19/11/2021;13:30:00
22.5;22.429;11.9;1.895;19/11/2021;13:45:00
21.5;22.429;11.95;3.08;19/11/2021;14:00:00
22.5;22.5;11.89;1.951;19/11/2021;14:15:00
22.5;22.5;11.75;2.49;19/11/2021;14:30:00
23.0;23.0;11.74;3.343;19/11/2021;14:45:00
22.0;22.0;11.26;2.524;19/11/2021;15:00:00
22.0;22.5;11.12;3.085;19/11/2021;15:15:00
22.5;22.5;11.04;2.429;19/11/2021;15:30:00
22.5;22.538;11.04;2.323;19/11/2021;15:45:00
22.5;22.4;10.71;2.61;19/11/2021;16:00:00
22.0;22.571;10.36;2.756;19/11/2021;16:15:00
22.0;22.0;10.285;1.896;19/11/2021;16:30:00
22.5;22.5;10.12;2.782;19/11/2021;16:45:00
19.941;20.231;10.1;4.672;19/11/2021;17:00:00
21.857;22.0;10.08;2.796;19/11/2021;17:15:00
21.857;22.571;9.925;3.359;19/11/2021;17:30:00
22.5;22.455;9.79;3.281;19/11/2021;17:45:00
22.5;22.5;9.695;3.196;19/11/2021;18:00:00
22.5;22.5;9.6;3.397;19/11/2021;18:15:00
22.5;22.5;9.585;3.356;19/11/2021;18:30:00
22.25;22.5;9.57;3.183;19/11/2021;18:45:00
17.75;18.286;9.59;3.97;19/11/2021;19:00:00
20.556;21.0;9.42;5.772;19/11/2021;19:15:00
21.667;22.0;9.385;3.135;19/11/2021;19:30:00
21.667;22.5;9.26;3.537;19/11/2021;19:45:00
22.4;22.5;9.16;3.319;19/11/2021;20:00:00
22.4;22.5;9.13;3.38;19/11/2021;20:15:00
22.4;22.5;9.135;3.452;19/11/2021;20:30:00
18.5;20.444;9.14;6.426;19/11/2021;20:45:00
18.5;22.4;9.115;2.871;19/11/2021;21:00:00
18.5;22.4;8.95;3.788;19/11/2021;21:15:00
21.0;21.0;9.005;3.813;19/11/2021;21:30:00
18.308;21.103;9.03;5.908;19/11/2021;21:45:00
18.308;21.103;8.925;3.575;19/11/2021;22:00:00
22.538;21.103;8.93;3.573;19/11/2021;22:15:00
22.308;21.103;8.98;3.516;19/11/2021;22:30:00
22.308;21.103;9.03;3.318;19/11/2021;22:45:00
20.0;20.0;9.14;3.854;19/11/2021;23:00:00
17.0;18.5;8.86;7.08;19/11/2021;23:15:00
