External temperature (Celsius degree);Date;Time
26.88;19/05/2022;15:00:00
26.83;19/05/2022;15:15:00
26.84;19/05/2022;15:30:00
26.39;19/05/2022;15:45:00
26.34;19/05/2022;16:00:00
25.69;19/05/2022;16:15:00
25.2;19/05/2022;16:30:00
24.385;19/05/2022;16:45:00
24.16;19/05/2022;17:00:00
24.65;19/05/2022;17:15:00
24.39;19/05/2022;17:30:00
23.23;19/05/2022;17:45:00
23.26;19/05/2022;18:00:00
22.98;19/05/2022;18:15:00
23.13;19/05/2022;18:30:00
21.6;19/05/2022;18:45:00
20.07;19/05/2022;19:00:00
20.245;19/05/2022;19:15:00
20.9;19/05/2022;19:30:00
19.875;19/05/2022;19:45:00
18.85;19/05/2022;20:00:00
20.35;19/05/2022;20:15:00
20.09;19/05/2022;20:30:00
19.645;19/05/2022;20:45:00
19.64;19/05/2022;21:00:00
20.29;19/05/2022;21:15:00
20.29;19/05/2022;21:30:00
20.14;19/05/2022;21:45:00
20.08;19/05/2022;22:00:00
20.26;19/05/2022;22:15:00
20.42;19/05/2022;22:30:00
20.005;19/05/2022;22:45:00
19.59;19/05/2022;23:00:00
19.68;19/05/2022;23:15:00
19.48;19/05/2022;23:30:00
19.06;19/05/2022;23:45:00
16.75;24/05/2022;00:00:00
16.365;24/05/2022;00:15:00
16.34;24/05/2022;00:30:00
17.015;24/05/2022;00:45:00
17.63;24/05/2022;01:00:00
17.62;24/05/2022;01:15:00
17.32;24/05/2022;01:30:00
17.06;24/05/2022;01:45:00
16.89;24/05/2022;02:00:00
17.07;24/05/2022;02:15:00
17.06;24/05/2022;02:30:00
16.83;24/05/2022;02:45:00
16.96;24/05/2022;03:00:00
16.96;24/05/2022;03:15:00
17.05;24/05/2022;03:30:00
17.39;24/05/2022;03:45:00
17.44;24/05/2022;04:00:00
17.36;24/05/2022;04:15:00
17.41;24/05/2022;04:30:00
18.09;24/05/2022;04:45:00
17.73;24/05/2022;05:00:00
17.73;24/05/2022;05:15:00
17.99;24/05/2022;05:30:00
19.84;24/05/2022;05:45:00
19.94;24/05/2022;06:00:00
20.56;24/05/2022;06:15:00
20.24;24/05/2022;06:30:00
20.945;24/05/2022;06:45:00
21.17;24/05/2022;07:00:00
21.305;24/05/2022;07:15:00
21.38;24/05/2022;07:30:00
22.03;24/05/2022;07:45:00
22.26;24/05/2022;08:00:00
21.61;24/05/2022;08:15:00
21.98;24/05/2022;08:30:00
22.835;24/05/2022;08:45:00
23.55;24/05/2022;09:00:00
23.575;24/05/2022;09:15:00
23.6;24/05/2022;09:30:00
24.48;24/05/2022;09:45:00
23.64;24/05/2022;10:00:00
23.28;24/05/2022;10:15:00
22.92;24/05/2022;10:30:00
23.28;24/05/2022;10:45:00
23.72;24/05/2022;11:00:00
23.77;24/05/2022;11:15:00
23.82;24/05/2022;11:30:00
24.15;24/05/2022;11:45:00
26.3;24/05/2022;12:00:00
24.17;24/05/2022;12:15:00
24.85;24/05/2022;12:30:00
25.69;24/05/2022;12:45:00
26.53;24/05/2022;13:00:00
25.465;24/05/2022;13:15:00
26.35;24/05/2022;13:30:00
25.92;24/05/2022;13:45:00
26.52;24/05/2022;14:00:00
26.585;24/05/2022;14:15:00
26.65;24/05/2022;14:30:00
26.05;24/05/2022;14:45:00
26.05;24/05/2022;15:00:00
26.05;24/05/2022;15:15:00
25.26;24/05/2022;15:30:00
24.865;24/05/2022;15:45:00
24.6;24/05/2022;16:00:00
24.57;24/05/2022;16:15:00
24.51;24/05/2022;16:30:00
23.755;24/05/2022;16:45:00
23.39;24/05/2022;17:00:00
23.565;24/05/2022;17:15:00
23.4;24/05/2022;17:30:00
23.095;24/05/2022;17:45:00
22.79;24/05/2022;18:00:00
22.325;24/05/2022;18:15:00
21.79;24/05/2022;18:30:00
19.92;24/05/2022;18:45:00
19.83;24/05/2022;19:00:00
19.69;24/05/2022;19:15:00
19.76;24/05/2022;19:30:00
19.82;24/05/2022;19:45:00
19.83;24/05/2022;20:00:00
19.83;24/05/2022;20:15:00
19.76;24/05/2022;20:30:00
19.625;24/05/2022;20:45:00
19.49;24/05/2022;21:00:00
19.175;24/05/2022;21:15:00
19.33;24/05/2022;21:30:00
17.745;24/05/2022;21:45:00
18.72;24/05/2022;22:00:00
18.005;24/05/2022;22:15:00
17.29;24/05/2022;22:30:00
17.135;24/05/2022;22:45:00
16.91;24/05/2022;23:00:00
16.95;24/05/2022;23:15:00
17.04;24/05/2022;23:30:00
17.285;24/05/2022;23:45:00
17.59;26/05/2022;00:00:00
17.25;26/05/2022;00:15:00
17.27;26/05/2022;00:30:00
17.37;26/05/2022;00:45:00
17.47;26/05/2022;01:00:00
17.61;26/05/2022;01:15:00
17.61;26/05/2022;01:30:00
17.48;26/05/2022;01:45:00
17.51;26/05/2022;02:00:00
17.24;26/05/2022;02:15:00
17.17;26/05/2022;02:30:00
16.84;26/05/2022;02:45:00
16.76;26/05/2022;03:00:00
16.61;26/05/2022;03:15:00
16.33;26/05/2022;03:30:00
16.255;26/05/2022;03:45:00
16.22;26/05/2022;04:00:00
16.46;26/05/2022;04:15:00
16.6;26/05/2022;04:30:00
16.525;26/05/2022;04:45:00
16.81;26/05/2022;05:00:00
16.955;26/05/2022;05:15:00
17.1;26/05/2022;05:30:00
17.68;26/05/2022;05:45:00
17.76;26/05/2022;06:00:00
19.03;26/05/2022;06:15:00
19.67;26/05/2022;06:30:00
20.52;26/05/2022;06:45:00
21.02;26/05/2022;07:00:00
21.32;26/05/2022;07:15:00
20.87;26/05/2022;07:30:00
21.93;26/05/2022;07:45:00
22.37;26/05/2022;08:00:00
23.02;26/05/2022;08:15:00
23.19;26/05/2022;08:30:00
23.54;26/05/2022;08:45:00
24.05;26/05/2022;09:00:00
24.27;26/05/2022;09:15:00
24.68;26/05/2022;09:30:00
25.05;26/05/2022;09:45:00
25.44;26/05/2022;10:00:00
25.61;26/05/2022;10:15:00
26.0;26/05/2022;10:30:00
26.175;26/05/2022;10:45:00
25.98;26/05/2022;11:00:00
26.505;26/05/2022;11:15:00
26.06;26/05/2022;11:30:00
26.57;26/05/2022;11:45:00
26.43;26/05/2022;12:00:00
26.2;26/05/2022;12:15:00
25.47;26/05/2022;12:30:00
26.02;26/05/2022;12:45:00
26.57;26/05/2022;13:00:00
26.305;26/05/2022;13:15:00
26.15;26/05/2022;13:30:00
27.25;26/05/2022;13:45:00
27.38;26/05/2022;14:00:00
27.15;26/05/2022;14:15:00
26.93;26/05/2022;14:30:00
27.43;26/05/2022;14:45:00
28.06;26/05/2022;15:00:00
27.63;26/05/2022;15:15:00
27.41;26/05/2022;15:30:00
27.4;26/05/2022;15:45:00
27.39;26/05/2022;16:00:00
27.425;26/05/2022;16:15:00
27.24;26/05/2022;16:30:00
26.77;26/05/2022;16:45:00
26.3;26/05/2022;17:00:00
26.95;26/05/2022;17:15:00
27.02;26/05/2022;17:30:00
23.16;26/05/2022;17:45:00
23.62;26/05/2022;18:00:00
25.31;26/05/2022;18:15:00
24.76;26/05/2022;18:30:00
21.67;26/05/2022;18:45:00
21.18;26/05/2022;19:00:00
21.03;26/05/2022;19:15:00
20.97;26/05/2022;19:30:00
20.23;26/05/2022;19:45:00
19.97;26/05/2022;20:00:00
19.43;26/05/2022;20:15:00
20.13;26/05/2022;20:30:00
20.125;26/05/2022;20:45:00
20.12;26/05/2022;21:00:00
21.22;26/05/2022;21:15:00
21.22;26/05/2022;21:30:00
20.51;26/05/2022;21:45:00
20.89;26/05/2022;22:00:00
21.015;26/05/2022;22:15:00
21.14;26/05/2022;22:30:00
20.315;26/05/2022;22:45:00
20.08;26/05/2022;23:00:00
19.9;26/05/2022;23:15:00
19.9;26/05/2022;23:30:00
20.105;26/05/2022;23:45:00
21.02;28/05/2022;00:00:00
21.42;28/05/2022;00:15:00
20.95;28/05/2022;00:30:00
21.26;28/05/2022;00:45:00
20.75;28/05/2022;01:00:00
20.77;28/05/2022;01:15:00
20.42;28/05/2022;01:30:00
20.4;28/05/2022;01:45:00
20.38;28/05/2022;02:00:00
20.115;28/05/2022;02:15:00
20.14;28/05/2022;02:30:00
20.225;28/05/2022;02:45:00
20.31;28/05/2022;03:00:00
20.015;28/05/2022;03:15:00
20.04;28/05/2022;03:30:00
19.41;28/05/2022;03:45:00
18.96;28/05/2022;04:00:00
18.96;28/05/2022;04:15:00
18.96;28/05/2022;04:30:00
20.39;28/05/2022;04:45:00
20.43;28/05/2022;05:00:00
20.87;28/05/2022;05:15:00
20.14;28/05/2022;05:30:00
21.8;28/05/2022;05:45:00
21.74;28/05/2022;06:00:00
22.105;28/05/2022;06:15:00
23.05;28/05/2022;06:30:00
23.38;28/05/2022;06:45:00
23.6;28/05/2022;07:00:00
23.39;28/05/2022;07:15:00
23.23;28/05/2022;07:30:00
23.23;28/05/2022;07:45:00
24.63;28/05/2022;08:00:00
24.75;28/05/2022;08:15:00
24.03;28/05/2022;08:30:00
24.865;28/05/2022;08:45:00
25.7;28/05/2022;09:00:00
26.055;28/05/2022;09:15:00
25.21;28/05/2022;09:30:00
26.665;28/05/2022;09:45:00
26.8;28/05/2022;10:00:00
26.93;28/05/2022;10:15:00
26.94;28/05/2022;10:30:00
27.195;28/05/2022;10:45:00
27.45;28/05/2022;11:00:00
27.785;28/05/2022;11:15:00
26.25;28/05/2022;11:30:00
27.265;28/05/2022;11:45:00
29.26;28/05/2022;12:00:00
28.62;28/05/2022;12:15:00
28.51;28/05/2022;12:30:00
29.05;28/05/2022;12:45:00
28.39;28/05/2022;13:00:00
28.605;28/05/2022;13:15:00
28.82;28/05/2022;13:30:00
29.64;28/05/2022;13:45:00
29.64;28/05/2022;14:00:00
29.68;28/05/2022;14:15:00
29.51;28/05/2022;14:30:00
29.35;28/05/2022;14:45:00
29.28;28/05/2022;15:00:00
29.07;28/05/2022;15:15:00
29.19;28/05/2022;15:30:00
29.175;28/05/2022;15:45:00
29.31;28/05/2022;16:00:00
27.635;28/05/2022;16:15:00
28.66;28/05/2022;16:30:00
26.55;28/05/2022;16:45:00
23.9;28/05/2022;17:00:00
23.76;28/05/2022;17:15:00
24.5;28/05/2022;17:30:00
23.935;28/05/2022;17:45:00
23.37;28/05/2022;18:00:00
23.095;28/05/2022;18:15:00
23.31;28/05/2022;18:30:00
22.485;28/05/2022;18:45:00
21.66;28/05/2022;19:00:00
21.53;28/05/2022;19:15:00
21.35;28/05/2022;19:30:00
18.23;28/05/2022;19:45:00
18.94;28/05/2022;20:00:00
18.38;28/05/2022;20:15:00
19.52;28/05/2022;20:30:00
18.2;28/05/2022;20:45:00
16.98;28/05/2022;21:00:00
16.945;28/05/2022;21:15:00
16.54;28/05/2022;21:30:00
16.28;28/05/2022;21:45:00
16.28;28/05/2022;22:00:00
16.045;28/05/2022;22:15:00
16.32;28/05/2022;22:30:00
16.26;28/05/2022;22:45:00
16.16;28/05/2022;23:00:00
16.06;28/05/2022;23:15:00
15.855;28/05/2022;23:30:00
15.57;28/05/2022;23:45:00
15.55;29/05/2022;00:00:00
15.72;29/05/2022;00:15:00
15.595;29/05/2022;00:30:00
15.39;29/05/2022;00:45:00
15.015;29/05/2022;01:00:00
14.92;29/05/2022;01:15:00
14.815;29/05/2022;01:30:00
14.71;29/05/2022;01:45:00
14.71;29/05/2022;02:00:00
14.93;29/05/2022;02:15:00
14.995;29/05/2022;02:30:00
14.73;29/05/2022;02:45:00
14.66;29/05/2022;03:00:00
15.04;29/05/2022;03:15:00
14.86;29/05/2022;03:30:00
14.84;29/05/2022;03:45:00
14.6;29/05/2022;04:00:00
14.77;29/05/2022;04:15:00
14.77;29/05/2022;04:30:00
14.77;29/05/2022;04:45:00
14.61;29/05/2022;05:00:00
14.35;29/05/2022;05:15:00
14.38;29/05/2022;05:30:00
14.49;29/05/2022;05:45:00
14.49;29/05/2022;06:00:00
14.49;29/05/2022;06:15:00
14.645;29/05/2022;06:30:00
14.82;29/05/2022;06:45:00
14.81;29/05/2022;07:00:00
14.76;29/05/2022;07:15:00
15.44;29/05/2022;07:30:00
15.45;29/05/2022;07:45:00
15.355;29/05/2022;08:00:00
15.26;29/05/2022;08:15:00
15.13;29/05/2022;08:30:00
14.86;29/05/2022;08:45:00
14.91;29/05/2022;09:00:00
14.96;29/05/2022;09:15:00
14.93;29/05/2022;09:30:00
14.9;29/05/2022;09:45:00
15.32;29/05/2022;10:00:00
15.37;29/05/2022;10:15:00
15.14;29/05/2022;10:30:00
15.09;29/05/2022;10:45:00
15.11;29/05/2022;11:00:00
15.12;29/05/2022;11:15:00
15.17;29/05/2022;11:30:00
15.22;29/05/2022;11:45:00
15.5;29/05/2022;12:00:00
15.5;29/05/2022;12:15:00
15.32;29/05/2022;12:30:00
15.04;29/05/2022;12:45:00
15.11;29/05/2022;13:00:00
