Date and time,External temperature (Celsius degree)
2021-11-15 17:15:00,11.16
2021-11-15 17:30:00,11.21
2021-11-15 17:45:00,11.18
2021-11-15 18:00:00,11.17
2021-11-15 18:15:00,11.114999999999998
2021-11-15 18:30:00,11.14
2021-11-15 18:45:00,11.14
2021-11-15 19:00:00,11.14
2021-11-15 19:15:00,11.16
2021-11-15 19:30:00,11.08
2021-11-15 19:45:00,11.07
2021-11-15 20:00:00,11.07
2021-11-15 20:15:00,10.985
2021-11-15 20:30:00,11.0
2021-11-15 20:45:00,10.98
2021-11-15 21:00:00,10.96
2021-11-15 21:15:00,10.975000000000001
2021-11-15 21:30:00,10.99
2021-11-15 21:45:00,10.9
2021-11-15 22:00:00,10.9
2021-11-15 22:15:00,10.88
2021-11-15 22:45:00,10.77
2021-11-15 23:00:00,10.75
2021-11-15 23:15:00,10.77
2021-11-15 23:30:00,10.81
2021-11-15 23:45:00,10.76
2021-11-16 00:00:00,10.75
2021-11-16 00:15:00,10.775
2021-11-16 00:30:00,10.79
2021-11-16 00:45:00,10.795
2021-11-16 01:00:00,10.76
2021-11-16 01:15:00,10.74
2021-11-16 01:45:00,10.635000000000002
2021-11-16 02:00:00,10.61
2021-11-16 02:15:00,10.52
2021-11-16 02:30:00,10.28
2021-11-16 03:45:00,9.795
2021-11-16 04:15:00,9.63
2021-11-16 04:45:00,9.39
2021-11-16 07:15:00,8.865
2021-11-16 07:30:00,9.1
2021-11-16 07:45:00,9.305
2021-11-16 08:00:00,9.62
2021-11-16 08:15:00,9.85
2021-11-16 08:30:00,10.27
2021-11-16 08:45:00,10.555
2021-11-16 09:00:00,11.16
2021-11-16 09:15:00,11.41
2021-11-16 09:30:00,11.83
2021-11-16 09:45:00,12.004999999999999
2021-11-16 10:00:00,12.01
2021-11-16 10:15:00,12.28
2021-11-16 10:30:00,12.47
2021-11-16 10:45:00,12.495000000000001
2021-11-16 11:00:00,12.71
2021-11-16 11:15:00,12.79
2021-11-16 11:30:00,12.88
2021-11-16 11:45:00,12.855
2021-11-16 13:45:00,12.96
2021-11-16 14:00:00,12.87
2021-11-16 14:15:00,12.92
2021-11-16 14:30:00,13.03
2021-11-16 14:45:00,12.68
2021-11-16 15:00:00,12.54
2021-11-16 15:15:00,12.565
2021-11-16 15:30:00,12.41
2021-11-16 15:45:00,12.1
2021-11-16 16:00:00,11.87
2021-11-16 16:15:00,11.735
2021-11-16 16:30:00,11.49
2021-11-16 16:45:00,11.350000000000001
2021-11-16 17:00:00,11.19
2021-11-16 17:15:00,11.02
2021-11-16 17:30:00,10.87
2021-11-16 18:00:00,10.76
2021-11-16 18:45:00,10.355
2021-11-16 19:15:00,10.27
2021-11-16 20:45:00,9.825
2021-11-16 21:30:00,9.72
2021-11-16 22:45:00,9.475000000000001
2021-11-17 07:15:00,9.4
2021-11-17 07:30:00,9.35
2021-11-17 07:45:00,9.385
2021-11-17 08:00:00,9.49
2021-11-17 08:15:00,9.504999999999999
2021-11-17 08:30:00,9.47
2021-11-17 08:45:00,9.525
2021-11-17 09:00:00,9.57
2021-11-17 09:15:00,9.64
2021-11-17 09:30:00,9.83
2021-11-17 09:45:00,9.89
2021-11-17 10:00:00,9.98
2021-11-17 10:15:00,10.145
2021-11-17 10:30:00,10.36
2021-11-17 10:45:00,10.399999999999999
2021-11-17 11:00:00,10.44
2021-11-17 11:15:00,10.45
2021-11-17 11:30:00,10.44
2021-11-17 11:45:00,10.530000000000001
2021-11-17 12:00:00,10.57
2021-11-17 12:15:00,10.71
2021-11-17 12:30:00,10.65
2021-11-17 13:45:00,10.995000000000001
2021-11-17 14:00:00,10.99
2021-11-17 14:15:00,11.075
2021-11-17 14:30:00,11.19
2021-11-17 14:45:00,11.225
2021-11-17 15:00:00,11.26
2021-11-17 15:15:00,11.32
2021-11-17 15:30:00,11.2
2021-11-17 15:45:00,11.184999999999999
2021-11-17 16:00:00,11.02
2021-11-17 16:15:00,10.91
2021-11-17 16:30:00,10.81
2021-11-17 16:45:00,10.735
2021-11-17 17:00:00,10.73
2021-11-17 17:15:00,10.555
2021-11-17 17:30:00,10.52
2021-11-17 17:45:00,10.26
2021-11-17 18:00:00,10.12
2021-11-17 18:15:00,9.975
2021-11-17 18:30:00,9.84
2021-11-17 18:45:00,9.68
2021-11-17 19:00:00,9.58
2021-11-17 19:15:00,9.54
2021-11-17 19:30:00,9.46
2021-11-17 19:45:00,9.355
2021-11-17 20:00:00,9.18
2021-11-17 20:15:00,9.24
2021-11-17 20:30:00,9.51
2021-11-17 20:45:00,9.5
2021-11-17 21:00:00,9.19
2021-11-17 21:15:00,9.21
2021-11-17 21:30:00,9.06
2021-11-17 21:45:00,9.129999999999999
2021-11-17 22:00:00,9.09
2021-11-17 22:15:00,9.16
2021-11-17 22:30:00,8.98
2021-11-17 23:00:00,8.96
2021-11-17 23:15:00,8.815000000000001
2021-11-17 23:45:00,8.75
2021-11-18 00:00:00,8.72
2021-11-18 00:30:00,8.68
2021-11-18 00:45:00,8.885
2021-11-18 01:00:00,8.93
2021-11-18 01:15:00,8.899999999999999
2021-11-18 01:45:00,8.975
2021-11-18 02:00:00,8.95
2021-11-18 02:30:00,9.08
2021-11-18 03:00:00,9.01
2021-11-18 03:45:00,9.07
2021-11-18 04:00:00,9.1
2021-11-18 04:30:00,9.0
2021-11-18 05:00:00,9.02
2021-11-18 05:15:00,8.91
2021-11-18 07:15:00,9.184999999999999
2021-11-18 07:30:00,9.27
2021-11-18 07:45:00,9.44
2021-11-18 08:00:00,9.51
2021-11-18 08:15:00,9.55
2021-11-18 08:30:00,9.65
2021-11-18 08:45:00,10.21
2021-11-18 09:00:00,10.32
2021-11-18 09:15:00,10.405000000000001
2021-11-18 09:30:00,10.49
2021-11-18 09:45:00,11.07
2021-11-18 10:00:00,11.15
2021-11-18 10:15:00,11.185
2021-11-18 10:30:00,11.21
2021-11-18 10:45:00,11.44
2021-11-18 11:00:00,11.22
2021-11-18 11:15:00,11.405000000000001
2021-11-18 11:30:00,11.5
2021-11-18 11:45:00,12.11
2021-11-18 13:30:00,14.83
2021-11-18 13:45:00,14.86
2021-11-18 14:00:00,14.61
2021-11-18 14:15:00,14.155000000000001
2021-11-18 14:30:00,13.64
2021-11-18 14:45:00,12.66
2021-11-18 15:00:00,11.68
2021-11-18 15:15:00,11.600000000000001
2021-11-18 15:30:00,11.81
2021-11-18 15:45:00,11.405000000000001
2021-11-18 16:00:00,11.0
2021-11-18 16:15:00,10.879999999999999
2021-11-18 16:30:00,10.75
2021-11-18 16:45:00,10.605
2021-11-18 17:00:00,10.5
2021-11-18 17:15:00,10.48
2021-11-19 07:00:00,8.67
2021-11-19 07:15:00,8.665
2021-11-19 07:30:00,8.66
2021-11-19 07:45:00,8.870000000000001
2021-11-19 08:00:00,8.65
2021-11-19 08:15:00,8.719999999999999
2021-11-19 08:30:00,8.81
2021-11-19 08:45:00,9.2
2021-11-19 09:00:00,9.73
2021-11-19 09:15:00,9.67
2021-11-19 09:30:00,9.64
2021-11-19 09:45:00,10.015
2021-11-19 10:00:00,10.67
2021-11-19 10:15:00,10.775
2021-11-19 10:30:00,10.44
2021-11-19 10:45:00,11.844999999999999
2021-11-19 11:00:00,13.46
2021-11-19 11:15:00,14.715
2021-11-19 11:30:00,13.71
2021-11-19 11:45:00,13.73
2021-11-19 12:15:00,11.65
2021-11-19 13:45:00,15.01
2021-11-19 14:00:00,14.29
2021-11-19 14:15:00,14.99
2021-11-19 14:30:00,14.665
2021-11-19 14:45:00,14.92
2021-11-19 15:00:00,12.97
2021-11-19 15:15:00,12.94
2021-11-19 15:30:00,13.035
2021-11-19 15:45:00,12.79
2021-11-19 16:00:00,9.03
2021-11-19 16:15:00,9.1
2021-11-19 16:30:00,9.475000000000001
2021-11-19 16:45:00,9.4
2021-11-19 17:00:00,9.265
2021-11-19 17:15:00,9.13
2021-11-19 17:30:00,9.315
2021-11-19 17:45:00,8.89
2021-11-19 18:00:00,8.73
2021-11-19 18:15:00,8.57
2021-11-19 18:30:00,8.434999999999999
2021-11-19 19:00:00,8.370000000000001
2021-11-19 19:15:00,8.37
2021-11-19 19:30:00,8.3
2021-11-19 20:00:00,8.25
2021-11-19 20:30:00,8.21
2021-11-19 20:45:00,8.2
2021-11-19 21:00:00,8.01
2021-11-19 21:15:00,8.01
2021-11-19 22:00:00,7.984999999999999
2021-11-19 22:30:00,7.789999999999999
2021-11-19 22:45:00,7.77
2021-11-19 23:30:00,7.92
2021-11-19 23:45:00,7.79
2021-11-20 01:00:00,7.470000000000001
2021-11-20 01:15:00,7.54
2021-11-20 01:30:00,7.609999999999999
2021-11-20 02:00:00,7.615
2021-11-20 02:15:00,7.6
2021-11-20 02:30:00,7.605
2021-11-20 02:45:00,7.64
2021-11-20 03:15:00,7.53
2021-11-20 03:45:00,7.49
2021-11-20 04:30:00,7.39
2021-11-20 06:30:00,7.24
2021-11-20 08:30:00,8.19
2021-11-20 09:00:00,14.285
2021-11-20 09:45:00,14.8
2021-11-20 10:00:00,15.84
2021-11-20 10:30:00,16.375
2021-11-20 12:45:00,17.18
2021-11-20 13:15:00,16.53
2021-11-20 13:45:00,16.5
2021-11-20 14:15:00,16.31
2021-11-20 14:30:00,16.02
2021-11-20 15:30:00,15.44
2021-11-20 17:45:00,9.51
2021-11-20 20:00:00,9.165
2021-11-21 01:30:00,8.01
2021-11-21 03:45:00,8.49
2021-11-21 05:15:00,8.22
2021-11-21 11:15:00,14.19
2021-11-21 12:30:00,13.74
2021-11-21 16:45:00,8.79
2021-11-21 19:15:00,9.25
2021-11-21 20:45:00,9.12
2021-11-22 01:30:00,8.185
2021-11-22 02:30:00,8.059999999999999
2021-11-22 03:30:00,8.035
2021-11-22 07:15:00,7.66
2021-11-22 07:30:00,7.8100000000000005
2021-11-22 07:45:00,7.68
2021-11-22 08:00:00,7.67
2021-11-22 08:15:00,7.7
2021-11-22 08:30:00,7.71
2021-11-22 08:45:00,7.7
2021-11-22 09:00:00,7.86
2021-11-22 09:15:00,7.84
2021-11-22 09:30:00,7.84
2021-11-22 09:45:00,7.85
2021-11-22 10:00:00,7.915
2021-11-22 10:15:00,8.09
2021-11-22 10:30:00,8.16
2021-11-22 10:45:00,8.16
2021-11-22 11:00:00,8.254999999999999
2021-11-22 11:15:00,8.35
2021-11-22 11:30:00,8.315000000000001
2021-11-22 11:45:00,8.34
2021-11-22 13:45:00,8.53
2021-11-22 14:00:00,8.440000000000001
2021-11-22 14:15:00,8.42
2021-11-22 14:30:00,8.559999999999999
2021-11-22 14:45:00,8.58
2021-11-22 15:00:00,8.57
2021-11-22 15:15:00,8.52
2021-11-22 15:30:00,8.54
2021-11-22 15:45:00,8.52
2021-11-22 16:00:00,8.475
2021-11-22 16:15:00,8.57
2021-11-22 16:30:00,8.575
2021-11-22 16:45:00,8.59
2021-11-22 17:00:00,8.55
2021-11-22 17:15:00,8.51
2021-11-22 17:30:00,8.38
2021-11-22 18:00:00,8.440000000000001
2021-11-22 18:15:00,8.47
2021-11-22 18:30:00,8.46
2021-11-22 18:45:00,8.46
2021-11-22 19:15:00,8.47
2021-11-22 19:45:00,8.52
2021-11-22 20:30:00,8.415
2021-11-22 21:00:00,8.41
2021-11-22 21:30:00,8.49
2021-11-22 21:45:00,8.53
2021-11-22 22:45:00,8.5
2021-11-22 23:15:00,8.49
2021-11-23 00:30:00,8.535
2021-11-23 00:45:00,8.53
2021-11-23 01:15:00,8.69
2021-11-23 02:30:00,8.89
2021-11-23 04:30:00,9.195
2021-11-23 07:15:00,9.03
2021-11-23 07:30:00,9.02
2021-11-23 07:45:00,9.02
2021-11-23 08:00:00,9.07
2021-11-23 08:15:00,9.11
2021-11-23 08:30:00,9.27
2021-11-23 08:45:00,9.45
2021-11-23 09:00:00,9.46
2021-11-23 09:15:00,9.81
2021-11-23 09:30:00,9.895
2021-11-23 09:45:00,10.44
2021-11-23 10:00:00,10.58
2021-11-23 10:15:00,10.72
2021-11-23 10:30:00,10.825
2021-11-23 10:45:00,11.08
2021-11-23 11:00:00,11.19
2021-11-23 11:15:00,10.85
2021-11-23 11:30:00,10.965
2021-11-23 13:45:00,11.56
2021-11-23 14:00:00,11.645
2021-11-23 14:15:00,11.61
2021-11-23 14:30:00,11.605
2021-11-23 14:45:00,11.59
2021-11-23 15:00:00,11.129999999999999
2021-11-23 15:15:00,11.01
2021-11-23 15:30:00,10.855
2021-11-23 15:45:00,10.35
2021-11-23 16:00:00,10.195
2021-11-23 16:15:00,9.81
2021-11-23 16:30:00,9.77
2021-11-23 16:45:00,9.47
2021-11-23 17:00:00,9.375
2021-11-23 17:15:00,9.11
2021-11-23 17:30:00,9.065
2021-11-23 17:45:00,8.83
2021-11-23 18:00:00,8.625
2021-11-23 18:15:00,8.4
2021-11-23 18:30:00,8.295
2021-11-23 18:45:00,8.1
2021-11-23 19:00:00,8.07
2021-11-23 19:30:00,7.825
2021-11-23 19:45:00,7.6
2021-11-23 20:15:00,7.65
2021-11-23 20:45:00,7.28
2021-11-23 21:00:00,7.175000000000001
2021-11-24 05:30:00,6.45
2021-11-24 07:45:00,6.93
2021-11-24 08:00:00,6.245
2021-11-24 08:15:00,5.75
2021-11-24 08:30:00,5.73
2021-11-24 08:45:00,7.17
2021-11-24 09:00:00,7.665
2021-11-24 09:15:00,7.82
2021-11-24 09:30:00,8.315000000000001
2021-11-24 10:00:00,9.385
2021-11-24 10:15:00,10.05
2021-11-24 10:30:00,10.21
2021-11-24 10:45:00,10.81
2021-11-24 11:00:00,10.415
2021-11-24 11:15:00,10.02
2021-11-24 11:30:00,10.11
2021-11-24 11:45:00,10.64
2021-11-24 13:45:00,10.78
2021-11-24 14:00:00,10.739999999999998
2021-11-24 14:15:00,10.7
2021-11-24 14:30:00,10.399999999999999
2021-11-24 14:45:00,10.28
2021-11-24 15:00:00,10.15
2021-11-24 15:15:00,9.68
2021-11-24 15:30:00,9.649999999999999
2021-11-24 15:45:00,9.62
2021-11-24 16:00:00,8.65
2021-11-24 16:15:00,8.58
2021-11-24 16:30:00,8.14
2021-11-24 16:45:00,8.04
2021-11-24 17:00:00,7.58
2021-11-24 17:15:00,7.29
2021-11-24 17:30:00,7.3100000000000005
2021-11-24 18:15:00,7.08
2021-11-24 18:30:00,6.98
2021-11-24 19:15:00,7.21
2021-11-24 19:30:00,7.135
2021-11-24 20:15:00,7.05
2021-11-24 20:30:00,7.09
2021-11-24 20:45:00,7.06
2021-11-24 21:00:00,7.01
2021-11-24 21:15:00,7.02
2021-11-24 22:45:00,6.95
2021-11-24 23:45:00,6.95
2021-11-25 00:15:00,6.81
2021-11-25 02:00:00,6.795
2021-11-25 04:15:00,6.57
2021-11-25 07:15:00,6.18
2021-11-25 07:30:00,6.095
2021-11-25 07:45:00,5.88
2021-11-25 08:00:00,5.859999999999999
2021-11-25 08:15:00,5.68
2021-11-25 08:30:00,5.57
2021-11-25 08:45:00,5.42
2021-11-25 09:00:00,5.34
2021-11-25 09:15:00,5.24
2021-11-25 09:30:00,5.155
2021-11-25 09:45:00,5.05
2021-11-25 10:00:00,4.95
2021-11-25 10:15:00,4.94
2021-11-25 10:30:00,4.875
2021-11-25 10:45:00,4.77
2021-11-25 11:00:00,4.824999999999999
2021-11-25 11:15:00,4.88
2021-11-25 11:30:00,4.79
2021-11-25 11:45:00,4.6
2021-11-25 13:45:00,4.34
2021-11-25 14:00:00,4.265
2021-11-25 14:15:00,4.22
2021-11-25 14:30:00,4.109999999999999
2021-11-25 14:45:00,4.11
2021-11-25 15:00:00,4.115
2021-11-25 15:15:00,4.11
2021-11-25 15:30:00,4.11
2021-11-25 15:45:00,4.11
2021-11-25 16:00:00,4.11
2021-11-25 16:15:00,4.225
2021-11-25 16:30:00,4.25
2021-11-25 16:45:00,4.25
2021-11-25 17:00:00,4.26
2021-11-25 17:15:00,4.33
2021-11-25 17:30:00,4.33
2021-11-25 17:45:00,4.345000000000001
2021-11-25 18:00:00,4.34
2021-11-25 18:30:00,4.33
2021-11-25 19:15:00,4.36
2021-11-25 19:45:00,4.5
2021-11-25 21:30:00,4.62
2021-11-26 02:15:00,4.83
2021-11-26 03:15:00,5.13
2021-11-26 03:45:00,5.195
2021-11-26 05:00:00,5.09
2021-11-26 05:45:00,4.695
2021-11-26 07:30:00,4.87
2021-11-26 07:45:00,5.475
2021-11-26 08:00:00,5.69
2021-11-26 08:15:00,5.84
2021-11-26 08:30:00,5.61
2021-11-26 09:00:00,6.97
2021-11-26 09:15:00,7.705
2021-11-26 09:30:00,7.9
2021-11-26 09:45:00,8.19
2021-11-26 10:00:00,9.08
2021-11-26 10:15:00,9.26
2021-11-26 10:30:00,9.78
2021-11-26 10:45:00,10.18
2021-11-26 11:00:00,10.41
2021-11-26 11:15:00,10.93
2021-11-26 11:30:00,11.03
2021-11-26 11:45:00,11.335
2021-11-26 12:00:00,11.54
2021-11-26 12:15:00,11.54
2021-11-26 12:30:00,11.56
2021-11-26 12:45:00,11.545
2021-11-26 13:00:00,14.42
2021-11-26 13:15:00,14.42
2021-11-26 13:30:00,14.42
2021-11-26 13:45:00,13.92
2021-11-26 14:00:00,13.42
2021-11-26 14:15:00,13.42
2021-11-26 14:30:00,13.42
2021-11-26 14:45:00,13.42
2021-11-26 15:00:00,13.42
2021-11-26 15:15:00,13.42
2021-11-26 15:30:00,13.42
2021-11-26 15:45:00,13.42
2021-11-26 16:00:00,13.42
2021-11-26 16:15:00,13.92
2021-11-26 16:30:00,14.42
2021-11-26 16:45:00,14.42
2021-11-26 17:00:00,14.42
2021-11-26 17:15:00,14.42
2021-11-29 09:15:00,4.17
2021-11-29 09:30:00,4.17
2021-11-29 09:45:00,5.42
2021-11-29 10:00:00,5.42
2021-11-29 10:15:00,5.42
2021-11-29 10:30:00,5.42
2021-11-29 10:45:00,6.32
2021-11-29 11:00:00,6.32
2021-11-29 11:15:00,6.32
2021-11-29 11:30:00,6.32
2021-11-29 13:45:00,7.55
2021-11-29 14:00:00,7.55
2021-11-29 14:15:00,7.55
2021-11-29 14:30:00,7.55
2021-11-29 14:45:00,6.91
2021-11-29 15:00:00,6.27
2021-11-29 15:15:00,6.27
2021-11-29 15:30:00,6.27
2021-11-29 15:45:00,4.8
2021-11-29 16:00:00,4.8
2021-11-29 16:15:00,4.8
2021-11-29 16:30:00,4.8
2021-11-29 16:45:00,4.25
2021-11-29 17:00:00,4.25
2021-11-29 17:15:00,4.25
2021-11-29 17:45:00,4.045
2021-11-30 09:15:00,4.155
2021-11-30 09:30:00,5.69
2021-11-30 09:45:00,6.215
2021-11-30 10:00:00,6.31
2021-11-30 10:15:00,6.65
2021-11-30 10:30:00,7.02
2021-11-30 10:45:00,7.39
2021-11-30 11:00:00,7.61
2021-11-30 11:15:00,7.67
2021-11-30 11:30:00,7.73
2021-11-30 11:45:00,7.76
2021-11-30 12:00:00,7.87
2021-11-30 13:45:00,8.205
2021-11-30 14:00:00,8.15
2021-11-30 14:15:00,7.87
2021-11-30 14:30:00,8.11
2021-11-30 14:45:00,7.75
2021-11-30 15:00:00,7.35
2021-11-30 15:15:00,6.91
2021-11-30 15:30:00,6.62
2021-11-30 15:45:00,6.3149999999999995
2021-11-30 16:00:00,5.74
2021-11-30 16:15:00,5.414999999999999
2021-11-30 16:30:00,5.21
2021-11-30 16:45:00,5.07
2021-11-30 17:00:00,4.65
2021-11-30 17:15:00,4.445
2021-12-01 09:00:00,5.7
2021-12-01 09:15:00,5.63
2021-12-01 09:30:00,5.56
2021-12-01 09:45:00,8.940000000000001
2021-12-01 10:45:00,7.77
2021-12-01 11:00:00,7.5
2021-12-01 11:15:00,7.665
2021-12-01 11:30:00,7.85
2021-12-01 13:45:00,8.88
2021-12-01 14:00:00,9.01
2021-12-01 14:15:00,8.955
2021-12-01 14:30:00,8.9
2021-12-01 14:45:00,8.355
2021-12-01 15:00:00,8.29
2021-12-01 15:15:00,8.18
2021-12-01 15:30:00,8.08
2021-12-01 15:45:00,7.905
2021-12-01 16:00:00,7.75
2021-12-01 16:15:00,7.675
2021-12-01 16:30:00,7.53
2021-12-01 16:45:00,7.45
2021-12-01 17:00:00,7.26
2021-12-01 17:15:00,7.15
2021-12-01 17:45:00,6.94
2021-12-01 23:15:00,5.83
2021-12-02 02:30:00,5.67
2021-12-02 07:15:00,5.449999999999999
2021-12-02 07:30:00,5.52
2021-12-02 07:45:00,5.56
2021-12-02 08:00:00,5.6
2021-12-02 08:15:00,5.68
2021-12-02 08:30:00,5.9
2021-12-02 08:45:00,5.970000000000001
2021-12-02 09:00:00,5.99
2021-12-02 09:15:00,6.14
2021-12-02 09:30:00,6.38
2021-12-02 09:45:00,6.5
2021-12-02 10:00:00,6.61
2021-12-02 10:15:00,6.845000000000001
2021-12-02 10:30:00,6.84
2021-12-02 10:45:00,6.8149999999999995
2021-12-02 11:00:00,6.81
2021-12-02 11:15:00,7.09
2021-12-02 11:30:00,7.15
2021-12-02 13:45:00,8.5
2021-12-02 14:00:00,8.56
2021-12-02 14:15:00,8.36
2021-12-02 14:30:00,8.48
2021-12-02 14:45:00,8.42
2021-12-02 15:00:00,8.17
2021-12-02 15:15:00,7.904999999999999
2021-12-02 15:30:00,7.78
2021-12-02 15:45:00,7.54
2021-12-02 16:00:00,7.01
2021-12-02 16:15:00,6.555
2021-12-02 16:30:00,6.44
2021-12-02 16:45:00,5.800000000000001
2021-12-02 17:00:00,5.54
2021-12-02 17:45:00,4.865
2021-12-02 18:00:00,4.71
2021-12-02 19:00:00,4.02
2021-12-03 09:15:00,4.51
2021-12-03 10:15:00,6.050000000000001
2021-12-03 10:30:00,6.47
2021-12-03 10:45:00,6.16
2021-12-03 11:00:00,6.25
2021-12-03 11:15:00,6.72
2021-12-03 11:30:00,7.48
2021-12-03 12:30:00,8.03
2021-12-03 12:45:00,8.05
2021-12-03 13:00:00,8.07
2021-12-03 13:15:00,8.47
2021-12-03 13:30:00,8.55
2021-12-03 13:45:00,8.8
2021-12-03 14:00:00,8.82
2021-12-03 14:15:00,8.6
2021-12-03 14:30:00,8.22
2021-12-03 14:45:00,7.88
2021-12-03 15:00:00,7.43
2021-12-03 15:15:00,7.38
2021-12-03 15:30:00,7.33
2021-12-03 15:45:00,6.455
2021-12-03 16:00:00,6.37
2021-12-03 16:15:00,5.85
2021-12-03 16:30:00,5.24
2021-12-03 16:45:00,4.8
2021-12-03 17:00:00,4.58
2021-12-03 17:15:00,4.5600000000000005
2021-12-03 17:30:00,4.43
2021-12-05 12:00:00,8.29
2021-12-05 13:45:00,8.465
2021-12-05 15:00:00,7.01
2021-12-05 16:15:00,5.075
2021-12-06 00:15:00,1.03
2021-12-06 09:15:00,3.13
2021-12-06 10:15:00,5.21
2021-12-06 10:30:00,5.58
2021-12-06 10:45:00,6.09
2021-12-06 11:00:00,6.57
2021-12-06 11:15:00,6.54
2021-12-06 11:30:00,7.07
2021-12-06 13:45:00,7.93
2021-12-06 14:00:00,7.65
2021-12-06 14:15:00,7.515000000000001
2021-12-06 14:30:00,7.38
2021-12-06 14:45:00,6.69
2021-12-06 15:00:00,6.36
2021-12-06 15:15:00,6.12
2021-12-06 15:30:00,6.12
2021-12-06 15:45:00,5.065
2021-12-06 16:00:00,4.47
2021-12-06 16:15:00,4.57
2021-12-06 16:30:00,4.1
2021-12-06 16:45:00,3.8249999999999997
2021-12-06 17:00:00,3.18
2021-12-06 17:15:00,2.9450000000000003
2021-12-07 09:30:00,4.31
2021-12-07 10:15:00,5.98
2021-12-07 10:30:00,6.55
2021-12-07 10:45:00,7.04
2021-12-07 11:00:00,7.53
2021-12-07 11:15:00,7.795
2021-12-07 11:30:00,7.82
2021-12-07 11:45:00,7.885
2021-12-07 13:45:00,8.135
